p_id,Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
dmart1730,"4700 BC Instant Seven Spices Popcorn","4700 BC",10,8,"Packaged Food","Snacks & Farsans","30 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. Enjoy the goodness of seven spices in your favourite snack - turmeric, black pepper, cinnamon, cumin, ginger, fenugreek and cardamom. Made in signature oil, this popcorn is perfect to bring in the weekend or watch a series of your favourite cricket matches.About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1731,"4700 BC Instant Natural Popcorn","4700 BC",10,8,"Packaged Food","Snacks & Farsans","30 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. Slide into the weekend with your favourite movies and a bag of 4700 BC instant natural popcorn. Easy to make in the pressure cooker or pan, it's the perfect snack to accompany some screen action. Its natural flavour is relished by young and old alike.About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1732,"Kellogg's Corn Flakes Original",Kellogg's,330,239,"Packaged Food","Breakfast Cereals","875 gm","
- Kellogg's Corn Flakes Original is a nourishing ready-to-eat breakfast cereal at its very best.
- It is prepared from corn enriched with iron and 8 key essential vitamins like A, C, and B-Group vitamins. It provides a balance of taste and nourishment.
- Kellogg's Corn Flakes Orignal Naashta/breakfast (30g Kellogg's Corn Flakes Original + 200ml toned milk) has been clinically proven to provide Energy at 3 hours.
- Every bite of these crispy, golden flakes is just as delicious as the first. Kick start your day with Kellogg's Corn Flakes Original breakfast which provides you nourishment along with taste.
- An independent study has shown blood glucose levels in people eating Kellogg's Corn Flakes Naashta/breakfast remained at baseline at the end of 3 hours compared to pure glucose.
*Actual packaging may vary from the Image
","Packaged Food > Breakfast Cereals"
dmart1733,"Kellogg's Corn Flakes Original",Kellogg's,190,170,"Packaged Food","Breakfast Cereals","475 gm","
- Kellogg's Corn Flakes Original is a nourishing ready-to-eat breakfast cereal at its very best.
- It is prepared from corn enriched with iron and 8 key essential vitamins like A, C, and B-Group vitamins. It provides a balance of taste and nourishment.
- Kellogg's Corn Flakes Orignal Naashta/breakfast (30g Kellogg's Corn Flakes Original + 200ml toned milk) has been clinically proven to provide Energy at 3 hours.
- Every bite of these crispy, golden flakes is just as delicious as the first. Kick start your day with Kellogg's Corn Flakes Original breakfast which provides you nourishment along with taste.
- An independent study has shown blood glucose levels in people eating Kellogg's Corn Flakes Naashta/breakfast remained at baseline at the end of 3 hours compared to pure glucose.
*Actual packaging may vary from the Image
","Packaged Food > Breakfast Cereals"
dmart1734,"Kellogg's Chocos",Kellogg's,330,299,"Packaged Food","Breakfast Cereals","700 gm","
- Bring a little magic to your Kid's day with the delicious taste of Kelloggâ€™s Chocos.
- Kellogg's Chocos is a Solid & Nourishing food for your kids. One serve of 30g of Kellogg's Chocos has the protein & fibre of 1 Wheat Roti of 30g. It is enriched with 10 essential vitamins and minerals.
- Chocos is high in calcium, low in fat and naturally cholesterol-free.
- Crafted to make your kid's milk bowl tasty and fun, our chocolaty, crunchy and grain-based cereal makes for a tasty pick-me-up at school or as an evening snack.
- A travel-ready food, Kellogg's Chocos are an ideal companion for snack boxes, & after-school snacks, and busy on-the-go moments. Just add milk or enjoy it as a crispy treat straight from the box.
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
","Packaged Food > Breakfast Cereals"
dmart1735,"Kellogg's Chocos Fills",Kellogg's,190,150,"Packaged Food","Breakfast Cereals","250 gm","OverviewKellogg's Chocos Fills: Centre-Filled Pillows which are crunchy outside and chocolaty inside. It is an anytime, anywhere snack. Experience yummy taste of Kellogg's Chocos Fills during breakfast, between lectures, while travelling or late-night munching. Have it with milk or without milk.Key FeaturesSource of proteinSource of fibreNaturally cholesterol freeHigh in B group vitaminsIngredientsMulti Grain Flour Mix (Rice Flour, Whole Oats Flour, Whole Wheat Flour), Choco Cream {Sugar, Edible Vegetable Oil (Sunflower Oil, Palm Oil), Cocoa Solids (6.3%), Milk Solids, Emulsifier (INS 322(i))}, Sugar, Cocoa Powder (5.6%), Iodized Salt, Vitamins. CONTAINS ADDED NATURAL FLAVOURING SUBSTANCES.Storage ConditionStore in a cool and dry place.","Packaged Food > Breakfast Cereals"
dmart1736,"Kellogg's Chocos Crunchy Bites",Kellogg's,190,175,"Packaged Food","Breakfast Cereals","375 gm",India,"Packaged Food > Breakfast Cereals"
dmart1737,"Kellogg's All Bran Wheat Flakes",Kellogg's,230,200,"Packaged Food","Breakfast Cereals","425 gm",India,"Packaged Food > Breakfast Cereals"
dmart1738,"Kellogg's Froot Loops Cereal",Kellogg's,185,145,"Packaged Food","Breakfast Cereals","285 gm"," OverviewAdd a fruity flavour and nourishing crunch to your milk. How to UseHave it with milk.Snack it anywhere.Relish as a fun topping. Care InstructionsStore in a cool, dry and hygienic place.Once opened, consume within 30 days.Store away from direct heat and sunlight.","Packaged Food > Breakfast Cereals"
dmart1739,"Kwality Corn Flakes Pouch",Kwality,240,120,"Packaged Food","Breakfast Cereals","500 gm","Key FeaturesTry Kwality corn flakes for a healthy and tasty start to the day.Kwality corn flakes are made with golden corns.Are 99 percent fat freeNatural source of vitamins, iron and proteins.No artificial flavours, colours or preservatives.IngredientsCorn grits, sugar, salt, malt extract, soya lecthin, antioxidant(INS320) contain gluten and traces of almondsAbout the BrandFrom a humble family-run business to one of the leading Spices and masalas manufacturing companies in India, Kwality Foods have come a long way. They expanded the portfolio to include breakfast cereals, thus spreading their business across the nation. The innovative methods used in the production of cereals like corn flakes and Choco flakes, complete with different flavours and added micronutrients made it an ideal mouth-watering breakfast option. Apart from gaining widespread acceptance as a breakfast, Kwality cereals have also replaced junk food among children in the country.","Packaged Food > Breakfast Cereals"
dmart174,"Organic Tattva Groundnuts (Peanuts)","Organic Tattva",145,102,Grocery,Pulses,"500 gm","Overview:Peanuts are always a go-to snack for hunger outbursts. Organic Tattva's organic and natural peanuts are light, so you can enjoy them at any time of the day. Organic TattvaÂ’s Organic Groundnut / Peanut is full of iron, calcium, and protein. Along with these nutrients, a handful of Organic peanuts also contains dietary fibers, sodium, and all the other nutrients that are required for your body. A 100g serving of Organic Groundnut contains 0g trans fat and 0mg cholesterol. The calorie count per serving of Organic peanuts is 607. If leading a healthy life is your mantra, then switch to Organic Groundnut by Organic Tattva today!Key Features100% veganGluten freeNo additivesOrganically grown without pesticides and fertilizersCertified organicCare InstructionsStore in a cool & dry place.About the BrandSince 1969, Mehrotra Impex (India), has been a manufacturer and exporter of handicrafts, household, kitchenware, and decorative items. In 2012, the company ventured into the Organic food Business with their domestic brand, Organic Tattva, of everyday grocery items for the Indian household. They are one of the leaders in the organic food industry, solely dedicated to providing the highest quality products, right from the field all the way to your kitchen.","Grocery > Pulses"
dmart1740,"4700 BC Natural Microwave Popcorn","4700 BC Popcorn",75,50,"Packaged Food","Snacks & Farsans","85 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. Slide into the weekend with your favourite movies and a bag of 4700 BC microwaveable popcorn. With only 32 calories per cup, it's the perfect snack to accompany some screen action. Its natural flavour is relished by young and old alike.About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1741,"Soulfull Ragi Bites Choco Fills",Soulfull,199,99,"Packaged Food","Breakfast Cereals","250 gm","OverviewHealthy Chocolate was once considered an oxymoron, but not anymore. Blending the love for chocolate and the obsession with health, Soulfull introduces Ragi Choco Fills. While the outside is made with rich cocoa mixed with nutrient-rich Ragi, the inside is filled generously with chocolate flavoured cream. Go ahead and indulge in as much chocolate as you want, without guilt!IngredientsRagi (50%), Sugar, Milk Solids, Edible Palm Oil, Bengal Gram Dal, Peas Cocoa Solids (1.8%), Hydrogenated Vegetable Fat, Iodized Salt, Stabilizer (INS 170), Emulsifier (INS 322), Antioxidant (INS 320)Storage InstructionsStore away from direct heat or sunlight, Transfer the products into a clean and dry air-tight container.","Packaged Food > Breakfast Cereals"
